biolab_index,rdkit,standard_value,Binary,assay_type,not_sure
-7050899733805155945,CCc1ncnc(-c2ccc(C(=O)N3CC(O)CO3)c(OC)c2)c1C#Cc1ccc(N)nc1,7.12761061158218,1,binding,1
-5855353590819527157,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4nc(C)c(C)o4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.774432286560531,0,binding,1
-1159342508904584827,CCc1ncnc(-c2ccc(C(=O)N3CCC(OC)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,6.551139154392559,0,binding,1
2696911662011313867,CCc1ncnc(-c2ccc(C(=O)N3CCn4c(C)cnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,7.020588217365559,1,binding,1
6550064300387492080,CCc1ncnc(-c2cc(F)c(C(=O)N(C)CCN(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,6.57137932732806,0,binding,1
6149869453396572217,CCc1ncnc(-c2ccc(C(=O)N3CCC(O)(C(F)(F)F)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.48945498979339,0,binding,1
-1888283005662558172,Cc1ncnc(N2CCC(CNC(=O)CC(C)C)CC2)c1C#Cc1ccc(N)nc1,7.32790214206428,1,binding,1
-2058332417619050280,Cc1ncnc(-c2ccc(F)c(C(=O)N(C)C)c2)c1C#Cc1ccc(N)nc1,6.595166283380059,0,binding,1
-1999195062856396927,CCc1ncnc(N2CCC(C(C)(C)O)CC2)c1C#Cc1ccc(N)nc1,7.508638306165731,1,binding,0
-9185253691299256335,CCc1cc(-c2ncnc(CC)c2C#Cc2ccc(N)nc2)ccn1,7.397940008672039,1,binding,1
1274052866440047945,CCc1ncnc(N2CCN(C3CCOCC3)CC2)c1C#Cc1ccc(N)nc1,6.85078088734462,0,binding,1
-4114229622462001555,COCCN1CCN(c2ncnc(C)c2C#Cc2ccc(N)nc2)CC1,6.8386319977650185,0,binding,1
-3294234068950902991,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)CNCCO4)c(F)c2)c1C#Cc1ccc(N)nc1,6.407956550370639,0,binding,1
1792305006066752330,CCc1ncnc(N2CCN(C)CC2)c1C#Cc1ccc(N)nc1,5.8093882021863905,0,binding,0
7823322527507802111,CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,6.86966623150499,0,binding,1
-5689690329612179171,CC(C)n1nc(-c2ccc3nccnc3c2)c2c(N)ncnc21,6.686132779630849,0,binding,1
-6896050456036471613,CCOc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1OC,6.207608310501749,0,binding,1
5214751515733410792,Cc1cccc(-c2n[nH]c3ncnc(N)c23)c1C,5.0457574905606695,0,binding,0
-292342207353000367,CC(C)n1nc(-c2ccc3occc3c2)c2c(N)ncnc21,5.9746941347352305,0,binding,0
-7125261371065592101,CCOc1ccc2cc(-c3nn(C)c4ncnc(N)c34)ccc2c1,4.0,0,binding,0
4982722494109857657,Cc1ccc(-c2n[nH]c3ncnc(N)c23)cc1OCc1ccccc1,4.83268266525182,0,binding,0
6189224591690254954,COc1ccc(-c2nn([C@@H]3CCNC3)c3ncnc(N)c23)cc1O,5.645891560852599,0,binding,0
-8974282726759978001,Cc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O,6.55284196865778,0,binding,1
-8731568332136596052,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1O,6.585026652029179,0,binding,1
-2388443128503119960,CC(C)n1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,5.318758762624411,0,binding,0
-1900437520680982788,CC(C)n1nc(-c2cc(C=O)co2)c2c(N)ncnc21,5.7958800173440705,0,binding,0
2924767940259743364,Nc1ncnc2c1c(-c1cccc(O)c1F)nn2C1CCCC1,5.89619627904404,0,binding,0
-4558218713690366150,CCOc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1OC,6.36351210364663,0,binding,1
-8654192838850390293,COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1OC,7.096910013008059,1,binding,1
2683275272111693112,CC(C)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,6.7281583934635,0,binding,1
4611839945206311989,CC(C)n1nc(-c2ccc(C=O)c(F)c2)c2c(N)ncnc21,5.85387196432176,0,binding,0
2132222689222072100,CC(C)n1nc(-c2cc(F)c(C=O)c(F)c2)c2c(N)ncnc21,5.5686362358410095,0,binding,0
-4220418003809334206,Cc1ccccc1-c1n[nH]c2ncnc(N)c12,4.82390874094432,0,binding,0
4383277888465489619,CC(C)n1nc(-c2ccc3nonc3c2)c2c(N)ncnc21,5.46852108295774,0,binding,0
5447967584416518752,N#CCCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,6.40450377817443,0,binding,1
3970361117395218376,Nc1ncnc2c1c(-c1ccc3ncccc3c1)nn2C1CCCC1,7.15490195998574,1,binding,1
8753635026666287378,CC(C)n1nc(-c2ccc(C#N)c(O)c2)c2c(N)ncnc21,7.06550154875643,1,binding,1
-6716640677683216411,COc1ccc(-c2nn(C)c3ncnc(N)c23)cc1O,6.394694953858889,0,binding,1
3660689580710011892,Nc1ncnc2c1c(-c1ccc3[nH]c(=O)ccc3c1)nn2C1CCCC1,4.0,0,binding,0
-4653467825841221509,Nc1ncnc2c1c(-c1ccn3ccnc3c1)nn2C1CCCC1,5.2006594505464205,0,binding,0
2089924939492185933,COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,5.903089986991941,0,binding,0
-4889257211638184321,CC(C)n1nc(-c2ccc3[nH]c(=O)[nH]c3c2)c2c(N)ncnc21,5.65757731917779,0,binding,0
-6598804117606065453,CC(C)n1nc(-c2cc(F)c(O)cc2F)c2c(N)ncnc21,6.5287082889410595,0,binding,1
-7100646287987889841,CC(C)(C)OC(=O)n1ccc2cc(-c3nn(C4CCCC4)c4ncnc(N)c34)ccc21,4.0,0,binding,0
4222590506716950977,Cc1cc(O)ccc1-c1nn(C(C)C)c2ncnc(N)c12,6.318758762624411,0,binding,1
6888442596360093360,COc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,7.16749108729376,1,binding,1
8143611792954854485,Nc1ncnc2c1c(-c1cnc3ccccc3c1)nn2C1CCCC1,5.744727494896691,0,binding,0
-8541317161154459870,COc1cc(Br)cc(-c2nn(C(C)C)c3ncnc(N)c23)c1,5.19997064075587,0,binding,0
5940602266495840619,CC(C)n1nc(-c2ccc3nccc(N)c3c2)c2c(N)ncnc21,5.29242982390206,0,binding,0
-4274794715251326953,C=CCn1nc(-c2ccc(OCC)c(OC)c2)c2c(N)ncnc21,5.721246399047169,0,binding,0
-947042097631714851,Cc1ccc(-c2nn(C)c3ncnc(N)c23)cc1O,6.19382002601611,0,binding,1
-1006001780395408548,COc1ncc(-c2nn(C(C)C)c3ncnc(N)c23)c(OC)n1,5.718966632752269,0,binding,0
-8992347252955510034,CC(=O)c1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,5.85387196432176,0,binding,0
3799338174071003130,Nc1ncnc2c1c(-c1ccc3occc(=O)c3c1)nn2C1CCCC1,6.46344155742847,0,binding,1
-2058768172897251630,CC(C)n1nc(-c2cnc3ccccc3c2)c2c(N)ncnc21,5.55284196865778,0,binding,0
725784043386113952,CCOc1ccc(-c2nn(C3CCCCC3)c3ncnc(N)c23)cc1OC,6.2111248842245805,0,binding,1
-9128597083639649964,CC(C)n1nc(-c2ccc(NS(C)(=O)=O)cc2)c2c(N)ncnc21,4.86327943284359,0,binding,0
7720880702920779750,Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCC1,7.11918640771921,1,binding,1
1524325710399696924,CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,6.08990945440593,0,binding,1
-8955189625321735819,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCCN1,5.201349354554731,0,binding,0
-7771011694181894302,CC(C)n1nc(-c2cc3ccccc3nc2Cl)c2c(N)ncnc21,4.82390874094432,0,binding,0
-3443663982834636132,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2Cc1ocnc1-c1ccccc1,4.0,0,binding,0
6393393015494858171,NC(=O)Cn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,5.03151705144607,0,binding,0
-3348432145216532881,CC(C)(C)n1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,4.0,0,binding,0
-1454076614898923922,CC(=O)c1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,5.46852108295774,0,binding,0
-6467630431175445657,Nc1ncnc2c1c(-c1ccc3occc3c1)nn2C1CCCC1,5.57024771999759,0,binding,0
6451585616663449656,Nc1ncnc2c1c(-c1cc(O)cc(F)c1)nn2C1CCCC1,6.575118363368929,0,binding,1
4270841930757836958,Cn1nc(-c2ccc3occc(=O)c3c2)c2c(N)ncnc21,5.16749108729376,0,binding,0
3643105212610191298,Cc1nn(-c2ccccc2)nc1Cn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,5.95900230757651,0,binding,0
4878296759259639940,CC(C)n1nc(-c2ccc3cc(O)ccc3c2)c2c(N)ncnc21,5.8860566476931595,0,binding,0
-8777838776388607510,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1N,5.8239087409443195,0,binding,0
4970394106233010804,CC(C)n1nc(-c2cc3cc(C=O)ccc3s2)c2c(N)ncnc21,5.46852108295774,0,binding,0
-3474219563770892458,Cc1cc(-c2nn(C(C)C)c3ncnc(N)c23)sc1C=O,5.95860731484177,0,binding,0
-1482068916709470410,Nc1ncnc2[nH]nc(-c3ccccc3)c12,5.06550154875643,0,binding,0
1757243835776124760,COCOc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1Br,5.769551078621731,0,binding,0
-3816748367236633955,CC(C)n1nc(-c2cccc3[nH]ccc23)c2c(N)ncnc21,5.00656376950239,0,binding,0
-4012893801061749936,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(C)CO,5.46852108295774,0,binding,0
-7886584393307368112,Nc1ncnc2c1c(-c1ccc3ccccc3c1)nn2Cc1ccccc1,4.0,0,binding,0
-726901438466788145,Cc1ccc2ccc(-c3nn(C(C)C)c4ncnc(N)c34)cc2n1,6.123782159408361,0,binding,1
-5071060538413605652,CCOc1cc(-c2nn(CCO)c3ncnc(N)c23)ccc1OC,5.86327943284359,0,binding,0
-158702489940436708,CC(C)n1nc(-c2ccc(C#N)c(F)c2)c2c(N)ncnc21,5.52287874528034,0,binding,0
-3903031845194957605,CC(C)n1nc(-c2ccc(O)cc2)c2c(N)ncnc21,6.29242982390206,0,binding,1
-1301359084368860704,COc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,5.49485002168009,0,binding,0
-5402270066790608749,CC(C)n1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21,6.92081875395237,0,binding,1
-5627606033573638656,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCC1,6.31695296176115,0,binding,1
-6703264491535360050,COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O,6.7851561519523,0,binding,1
5923777936980664985,Nc1ncnc2[nH]nc(-c3cccc([N+](=O)[O-])c3)c12,4.9208187539523705,0,binding,0
8466102976139751358,COc1ccc(-c2nn(C3CNC3)c3ncnc(N)c23)cc1O,5.65364702554936,0,binding,0
-8484158768122041926,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)cc(OC)c1OC,4.0,0,binding,0
3653129636161820616,CC(C)n1nc(-c2ccc3c(c2)OCCO3)c2c(N)ncnc21,5.65757731917779,0,binding,0
2148643279613562135,CC(C)n1nc(-c2ccc3c(c2)CCO3)c2c(N)ncnc21,5.709965388637481,0,binding,0
-8748967124630342399,Cn1ccc2cc(-c3nn(C4CCCC4)c4ncnc(N)c34)ccc21,6.080398976215889,0,binding,1
-7596933151525313971,Nc1ncnc2[nH]nc(-c3ccc4ccccc4c3)c12,5.52287874528034,0,binding,0
3066538571984977110,CC(C)n1nc(-c2cccc(CC#N)c2)c2c(N)ncnc21,5.53760200210104,0,binding,0
4678827325816724190,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,4.982966660701219,0,binding,0
-7559745445570655008,Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCCC1,6.847711655616941,0,binding,1
-3116011830125973834,Nc1ncnc2c1c(-c1cccc3[nH]ccc13)nn2C1CCCC1,5.51712641639125,0,binding,0
1173365668771693650,Nc1ccc(-c2n[nH]c3ncnc(N)c23)cc1,4.85387196432176,0,binding,0
3770378222691173952,CC1CCC(n2nc(-c3ccc(F)c(O)c3)c3c(N)ncnc32)C1,6.45967052520913,0,binding,1
4608476960500140176,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,5.69897000433602,0,binding,0
2421184789759210563,Cn1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,7.15490195998574,1,binding,1
8783159393532116228,CC(C)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,6.75696195131371,0,binding,1
-3274732225189669540,CC(C)n1nc(-c2ccc3cnccc3c2)c2c(N)ncnc21,4.49485002168009,0,binding,0
7002383059177397432,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1F,6.26520017041115,0,binding,1
-9011646170491017930,CC(C)n1nc(-c2ccc3ccncc3c2)c2c(N)ncnc21,6.35359627377693,0,binding,1
-2281389388546558182,CC(C)n1nc(-c2ccc(N)c(O)c2)c2c(N)ncnc21,5.427128397799519,0,binding,0
-4303341352433018083,Nc1ncnc2c1c(-c1ccc3[nH]ccc3c1)nn2C1CCCC1,6.27490547891853,0,binding,1
-2340459314130358219,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCCNC1,4.0,0,binding,0
-8097677708942889530,CC(C)n1cc(-c2cccc(O)c2)c2c(N)ncnc21,5.420216403383191,0,binding,0
-499739621103033827,CC(C)n1nc(-c2ccc3nc(NN)ccc3c2)c2c(N)ncnc21,6.330683119433889,0,binding,1
-2095426587234438346,CC(C)n1nc(-c2ccc(C(N)=O)c(Cl)c2)c2c(N)ncnc21,5.585026652029179,0,binding,0
4103978474878412923,Nc1ncnc2c1c(-c1ccc3ccccc3c1)nn2CC1CC1,5.30102999566398,0,binding,0
717121936882050655,CC(C)CCn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,4.53760200210104,0,binding,0
1724831918125076448,Cn1nc(-c2cccc(-c3ccccc3)c2)c2c(N)ncnc21,4.0,0,binding,0
2305003796877844597,Nc1ncnc2[nH]nc(-c3cccc(OCc4c(Cl)cccc4Cl)c3)c12,4.0,0,binding,0
-8552627598118994305,CC(C)n1nc(-c2cnc3nccnc3c2)c2c(N)ncnc21,5.769551078621731,0,binding,0
-8158385945860383753,CC(C)n1nc(-c2cccc(CO)c2)c2c(N)ncnc21,5.508638306165731,0,binding,0
-866292981628152857,Cc1ccc(-c2n[nH]c3ncnc(N)c23)cc1,5.07058107428571,0,binding,0
-3217736151547329758,CC(C)n1nc(-c2ccn3ccnc3c2)c2c(N)ncnc21,4.0,0,binding,0
7641028304431022667,CC(C)n1nc(-c2ccc3c(ccn3C(=O)OC(C)(C)C)c2)c2c(N)ncnc21,5.591760034688151,0,binding,0
-7736524100999478528,Cn1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21,7.040958607678911,1,binding,1
4783358827561669880,Nc1ncnc2[nH]nc(-c3cccc(O)c3)c12,5.387216143280259,0,binding,0
379386652017582127,CC(C)n1nc(-c2ccc(CC#N)cc2)c2c(N)ncnc21,5.0,0,binding,0
8147990829234398466,CC(C)n1nc(-c2ccc3[nH]ccc3c2)c2c(N)ncnc21,6.18575240426808,0,binding,1
-5919501921568073070,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCCC1,6.27984069659404,0,binding,1
7203726584981226548,Nc1ncnc2c1c(-c1ccc3cn[nH]c3c1)nn2C1CCCC1,7.086186147616281,1,binding,1
-4442645281804959570,CC(C)n1nc(-c2ccc3c(N)n[nH]c3c2)c2c(N)ncnc21,6.714442690992231,0,binding,1
-4362266645751993812,CC(C)n1nc(-c2ccc3nc(Cl)ccc3c2)c2c(N)ncnc21,6.096910013008059,0,binding,1
8938281461853241218,CCn1nc(-c2ccc(OC)c(O)c2)c2c(N)ncnc21,6.55909091793478,0,binding,1
1404738983570515912,COc1ccc(-c2n[nH]c3ncnc(N)c23)cc1O,6.151810883008599,0,binding,1
-2726985796008446532,CC(C)n1nc(-c2ccc3c(C=O)c[nH]c3c2)c2c(N)ncnc21,6.34678748622466,0,binding,1
2999092852702330038,CC(C)n1nc(-c2ccc3nc[nH]c(=O)c3c2)c2c(N)ncnc21,7.096910013008059,1,binding,1
8686381081781579455,CC(C)n1nc(-c2cc(O)cc(Br)c2)c2c(N)ncnc21,6.09582563171584,0,binding,1
2710043766835692532,Nc1ncnc2[nH]nc(-c3cccc(OCc4ccccc4)c3)c12,4.76955107862173,0,binding,0
-7264368008663227255,COc1ccc(-c2nn(C3CCC(C)C3)c3ncnc(N)c23)cc1O,6.71669877129645,0,binding,1
1813263628372252213,Cn1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,5.744727494896691,0,binding,0
-6138641933548258012,Nc1ncnc2[nH]nc(-c3ccc([N+](=O)[O-])cc3)c12,4.0,0,binding,0
2690772052422773316,CC(C)n1nc(-c2cccc(O)c2F)c2c(N)ncnc21,5.6968039425795105,0,binding,0
2100520874179840130,CC(C)n1nc(-c2ccc3[nH]ncc3c2)c2c(N)ncnc21,6.8386319977650185,0,binding,1
5002579745517622374,CC(C)(C)c1ccc(-c2n[nH]c3ncnc(N)c23)cc1,4.721246399047169,0,binding,0
-6371684560402216799,Nc1ncnc2[nH]nc(-c3ccccc3O)c12,4.0,0,binding,0
-4294196602475305856,CC(C)n1nc(-c2ccc3c(ccn3C)c2)c2c(N)ncnc21,6.19246497193115,0,binding,1
-2811494248462559634,CC(C)n1nc(-c2cccc(NS(C)(=O)=O)c2)c2c(N)ncnc21,5.7958800173440705,0,binding,0
-693350876901029976,C=CCn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,5.2518119729938,0,binding,0
-3102156631099604159,CC(C)n1nc(-c2ccc3[nH]c(=O)ccc3c2)c2c(N)ncnc21,4.0,0,binding,0
1200936097629103122,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CCC1CCCNC1,5.43415218132648,0,binding,0
-1444628514158468847,CC(C)n1nc(-c2cncnc2)c2c(N)ncnc21,4.30102999566398,0,binding,0
-7683917435151144276,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2[C@@H]1CCNC1,6.063989204284789,0,binding,1
-5330762104813929752,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCCC1,6.64781748188864,0,binding,1
7387576062764437327,Cn1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,7.455931955649719,1,binding,1
8092887340081671146,Nc1ncnc2c1c(-c1ccc3ccccc3c1)nn2C1CCCC1,4.9208187539523705,0,binding,0
2751389915424252331,Nc1ncnc2[nH]nc(-c3cccc(Oc4ccccc4)c3)c12,4.0,0,binding,0
3257369903975724964,COc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,6.53910215724345,0,binding,1
-1415411118407838116,CC(C)n1nc(-c2ccc3cn[nH]c3c2)c2c(N)ncnc21,7.161150909262741,1,binding,1
7973304816708712973,CC(C)n1nc(-c2ccc(C#N)nc2)c2c(N)ncnc21,4.88941028970075,0,binding,0
-3193364461635048433,Nc1ncnc2[nH]nc(-c3ccc(NC(=O)c4ccc(-c5ccccc5)cc4)cc3)c12,4.0,0,binding,0
6111237314966910312,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2CC1CCNCC1,5.279840696594039,0,binding,0
6688083056042508916,CCOc1ccc(-c2n[nH]c3ncnc(N)c23)cc1OC,5.455931955649719,0,binding,0
253021525026926062,CC(C)n1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,5.585026652029179,0,binding,0
-5084002362249097335,CC(C)n1nc(-c2ccc(O)c(F)c2)c2c(N)ncnc21,7.03621217265444,1,binding,1
-3916597554487596230,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCC1,6.7544873321858505,0,binding,1
3039828435747018273,Nc1cccc(-c2n[nH]c3ncnc(N)c23)c1,4.76955107862173,0,binding,0
-8782872225952012295,CC(C)n1nc(-c2ccc(F)c(C#N)c2)c2c(N)ncnc21,4.32790214206428,0,binding,0
-3094253224331261008,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CNC1,5.78781239559604,0,binding,0
4725906057806731480,Nc1ncnc2[nH]nc(C3CCc4ccccc4C3)c12,4.0,0,binding,0
2621111551963193976,CC(C)n1nc(-c2cc(F)c3cn[nH]c3c2)c2c(N)ncnc21,6.84163750790475,0,binding,1
-7572203706461674764,CC(C)n1nc(-c2cccc(S(N)(=O)=O)c2)c2c(N)ncnc21,6.0,0,binding,0
-5745838708443878259,Cc1ccccc1-n1c(Cn2nc(-c3cccc(O)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O,5.017728766960429,0,binding,0
-8112470211882274351,CC(C)n1nc(-c2cccc(C(=O)NC3=NCCS3)c2)c2c(N)ncnc21,5.52287874528034,0,binding,0
-5796294640482540172,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,4.958607314841769,0,binding,0
-8543567353644067646,COc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1OC,6.33348201944512,0,binding,1
-382139846314675654,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCNCC1,5.575118363368929,0,binding,0
-4854797895685937453,CC(C)n1nc(-c2ccc3nccc(NC(=O)OC(C)(C)C)c3c2)c2c(N)ncnc21,5.55284196865778,0,binding,0
8250738656829557033,Cn1nc(-c2ccc(OCc3ccccc3)cc2)c2c(N)ncnc21,5.0,0,binding,0
-4584714006270522491,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCCCCC1,6.612610173661269,0,binding,1
6856415163871630727,Nc1ncnc2c1c(-c1ccc3[nH]ncc3c1)nn2C1CCCC1,6.67985371388895,0,binding,1
-6247392169613828922,N#CCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,6.159266765388191,0,binding,1
3554078286411362124,Cn1nc(-c2cc3ccccc3s2)c2c(N)ncnc21,5.8860566476931595,0,binding,0
6952531798286201826,Nc1ncnc2c1c(-c1ccc3ccccc3c1)nn2CCc1ccccc1,4.48148606012211,0,binding,0
5166109646420679633,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCNC1,5.4145392704915,0,binding,0
3291385538525988005,CCC(C)n1nc(-c2ccc(C)c(O)c2)c2c(N)ncnc21,6.1249387366083,0,binding,1
-889496268167545213,CC(C)n1nc(-c2cccc(C#N)c2)c2c(N)ncnc21,5.337242168318429,0,binding,0
-8894798368259364241,CC(C)n1nc(-c2ccc3occc(=O)c3c2)c2c(N)ncnc21,5.619788758288389,0,binding,0
-5804564419377503755,Cc1cccc(-c2n[nH]c3ncnc(N)c23)c1,5.376750709602099,0,binding,0
7076017595412699009,Nc1ncnc2[nH]nc(-c3ccc(Oc4ccccc4)cc3)c12,4.9208187539523705,0,binding,0
-5553427141335415871,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,4.420216403383191,0,binding,0
6545144373833995616,CC(C)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,6.86966623150499,0,binding,1
-4481231542682410497,CC(C)n1nc(-c2ccc3nc(N)ccc3c2)c2c(N)ncnc21,6.61083391563547,0,binding,1
-8323599261299720729,CC(C)n1nc(-c2cccnc2)c2c(N)ncnc21,5.1191864077192095,0,binding,0
5993799013747042658,Nc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,6.18708664335714,0,binding,1
1667406913741390122,CC(C)n1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,7.33724216831843,1,binding,1
1084908220550354922,CC(C)n1nc(-c2ccc(S(N)(=O)=O)cc2)c2c(N)ncnc21,5.602059991327961,0,binding,0
7358428299037183805,Cc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2n1,6.335358024443869,0,binding,1
1053164694784516277,Nc1ncnc2[nH]nc(-c3ccc(-c4ccccc4)cc3)c12,4.0,0,binding,0
434966282116975419,Nc1ncnc2[nH]nc(-c3ccc4c(c3)OCO4)c12,5.309803919971491,0,binding,0
3995672482017676868,Nc1ncnc2c1c(-c1ccc3cc[nH]c3c1)nn2C1CCCC1,5.397940008672039,0,binding,0
-2970100181109257880,COc1cc(-c2nn(C3CCCC3)c3ncnc(N)c23)ccc1N,6.2839966563652006,0,binding,1
46706476039954862,Cc1ccc(-c2n[nH]c3ncnc(N)c23)cc1O,5.8239087409443195,0,binding,0
-5471076505203809994,COc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1OC,4.0,0,binding,0
2319460217008174096,COc1ccc(-c2cc3c(C)nc(N)nc3n(CC(C)(C)F)c2=O)cn1,7.52287874528034,1,binding,0
-2350638563871305787,Cc1nc(N)nc2c1cc(-c1ccc(N3CCCC3)nc1)c(=O)n2C1CCCC1,7.05551732784983,1,binding,1
-8295370666992051468,Cc1nc(N)nc2c1cc(-c1ccc(N3CCCC3)nc1)c(=O)n2[C@H]1CC[C@H](O)CC1,7.721246399047169,1,binding,0
7950888187521432840,CCNc1nc(C)c2cc(-c3cccc(OC)c3)c(=O)n(C3CCCC3)c2n1,6.10127481841051,0,binding,1
5802806545681447561,Cc1nc(N)nc2c1cc(-c1cnn(CC(C)(C)O)c1)c(=O)n2C1CCCC1,7.050609993355089,1,binding,1
-5484413107778523917,Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2C1CN(C(=O)OC(C)(C)C)C1,6.92081875395237,0,binding,1
495549035384273920,Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2C1CCOC1,7.69897000433602,1,binding,0
7351631941549034153,COc1ccc(-c2cc3c(C)nc(N)nc3n(C3CN(C(=O)OC(C)(C)C)C3)c2=O)cn1,7.53760200210104,1,binding,0
-8977643538353144849,Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2CC1CCOC1,7.85387196432176,1,binding,0
-4751173853915629133,CCc1cccc(-c2cc3c(C)nc(N)nc3n(C3CCCC3)c2=O)c1,8.50863830616573,1,binding,0
6785025880296656696,Cc1nc(N)nc2c1cc(-c1cnn(C)c1)c(=O)n2[C@H]1CC[C@H](OCCO)CC1,7.65169513695184,1,binding,0
229141052275412187,Cc1nc(N)nc2c1cc(Br)c(=O)n2C1CCC(=O)CC1,6.95860731484177,0,binding,1
5952542741022400490,Cc1nc(N)nc2c1cc(Br)c(=O)n2CC(C)(C)O,6.16749108729376,0,binding,1
8617762112513370540,CNc1nc(C)c2cc(-c3cnn(CC(F)F)c3)c(=O)n(C3CCCC3)c2n1,7.33724216831843,1,binding,1
-5424778722683921502,Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2CC(F)(F)F,6.72584215073632,0,binding,1
409238630751823806,CCNc1nc(C)c2cc(-c3cccnc3N)c(=O)n(C3CCCC3)c2n1,5.46852108295774,0,binding,0
8362142672353592000,COc1ccc(-c2cc3c(C)nc(N)nc3n(C3CCC(=O)CC3)c2=O)cn1,8.366531544420411,1,binding,0
